tweet_id,tweet_text,tweet_created_at,tweet_source,tweet_retweet_count,tweet_favorite_count,user_followers_count,user_created_at,victim_location,tweet_url
1623649051060101122,"Acılı Bir Anne Ve Acılı Feryadı Sesini Duyuralım 🙏
Adresi tespit ettik: Antakya Özel Akademi Hastanesi önü…

Suriyeliler Efes Kemal Uçak Ronaldo Oğuzhan Uğur İskenderun Moloz SES VAR MALATYA Ekrem Yağma Milletvekilli Yunan Hesap İptal Asker Ahbap Yoshi Disney #depremden https://t.co/5awdJlZwut",2023-02-09 11:44:34+00:00,Twitter for Android,8,11,89,2021-05-09 16:28:58+00:00,https://t.co/5awdJlZwut,https://twitter.com/twitter/statuses/1623649051060101122
1623645406478344193,"OHAL ile birlikte yağma girişiminde bulunanlara kolluk kuvvetleri doğrudan ateş açabilecek. (OHAL Kanunu 23. Madde)
#ohal 
#depremsondakika #depremden #sondakila #TSKyaVurEmri 
#Malatya #antakya #hatay #MARAS #Elbistan #urfadeprem #adana #adiyamandeprem 
AYAĞINIZA TAŞ DEĞMESİN.",2023-02-09 11:30:05+00:00,Twitter Web App,0,2,1091,2009-06-03 15:55:02+00:00,,https://twitter.com/twitter/statuses/1623645406478344193
1623638639467982848,HATAY ANTAKYA YAREN SEVİN 17 YASİNDA SES VERMİŞ LÜTFEN YARDIM EDİN #tahaduymaz #hatayiskenderun #hatay #HalukLevent #yagma #AHBAP #adana #Turkey @haluklevent @HatayBSB https://t.co/NpZNtv9oK2,2023-02-09 11:03:12+00:00,Twitter for Android,4,1,0,2022-03-08 16:05:26+00:00,https://t.co/NpZNtv9oK2,https://twitter.com/twitter/statuses/1623638639467982848
1623638348144295937,Antakya'da yağma sırasında yakalanan Suriler #depremden https://t.co/35NH478H1Q,2023-02-09 11:02:02+00:00,Twitter Web App,81,278,28280,2011-05-10 13:05:06+00:00,https://t.co/35NH478H1Q,https://twitter.com/twitter/statuses/1623638348144295937
1623638240124084225,"REYHANLI  da yaşıyorum ben bizde ne enkaz var ne de vefat eden insanlar,elektirk geldi su geldi marketler açık YARDIM  GONDERMEYIN LÜTFEN ANTAKYA  Antebin köylerine  YardImları   GÖNDERİN  BURADAKI HALK gelen  yardımları  yağma   YAPIYOR,ihtiyaç yok lütfen,Antakya ya gönderelim.",2023-02-09 11:01:36+00:00,Twitter for Android,0,1,57,2020-02-03 04:49:41+00:00,,https://twitter.com/twitter/statuses/1623638240124084225
1623634401916493824,"@kilicdarogluk Birkaç saat önce 5 kişilik ısı tespit edildi!!!! 
100 ton üstü Vinç ve ekskavatör lazım çok acil çokkk!!! 
Dermanımız kalmadı hiçbirmizin lütfen yardım edin 
Odabaşı Mah, 20/1 Sokak, Firuz Mutlu Apartmanı Antakya/Hatay
Yağma Ahlaksız  #depremsondakika 
#depremsondakika  @ShowTV",2023-02-09 10:46:21+00:00,Twitter for Android,0,0,1,2022-06-19 16:19:42+00:00,,https://twitter.com/twitter/statuses/1623634401916493824
1623633079255326720,"Yağma yapan görürsem kemiklerini kırmadan bırakmıycam and olsun 🤬🤬
#Allahtankorkmazkuldanutanmazlar
#deprem #hatay #antakya #dortyol #iskenderun #samandağ #kırıkhan",2023-02-09 10:41:06+00:00,Twitter for Android,1,0,5,2011-07-19 06:24:13+00:00,,https://twitter.com/twitter/statuses/1623633079255326720
1623629287243874304,"TEYİTLİ ‼️‼️‼️

YAĞMA BAŞLAMIŞ ECZANELER, YEMEK YERLERİ SURİYELİLER TARAFINDAN YAĞMALANIYOR. İNSANLAR AÇ, ARKADAŞIMIZIN BEBEĞİ VAR. ACİLEN YARDIM GEREKİYOR İNSAN GÜCÜ GEREKİYOR ÇOK ACİL. 

Antakya/ Hatay 

#Deprem #Antakya #Hatay",2023-02-09 10:26:02+00:00,Twitter for iPhone,18,3,4492,2013-09-06 11:29:26+00:00,,https://twitter.com/twitter/statuses/1623629287243874304
1623621990849384450,@umitozdag Bölgeden bir arkadaşımda bu konuda dertli mesajlar atıyor.özellikle surileyi şahısların Antakya da  yağma yaptığını Hatta askere polise bıçak silah çektiğini aktarıyor.,2023-02-09 09:57:02+00:00,Twitter for Android,0,0,4,2013-12-19 08:41:27+00:00,,https://twitter.com/twitter/statuses/1623621990849384450
1623619649739825152,"TV'lerde Antakya'da enkaz altında kalanları kurtaran Suriyelilerden söz etti, bırakın ""yağma yapıyorlar"" yalanını.
İki millet, bugünkü kadar böylesine kader ortaklığı kurmamıştı son yüzyılda!
Türkiye-Suriye, depremde de, PKK/DEAŞ ve ABD ile mücadelede de birliğe mecburdur! https://t.co/dc6lwXUm0y",2023-02-09 09:47:44+00:00,Twitter Web App,1,0,311,2012-11-16 08:52:48+00:00,https://t.co/dc6lwXUm0y,https://twitter.com/twitter/statuses/1623619649739825152
1623618353704173569,Hatay Yayladağı cezaevinde dun cıkan isyanda 30 kısının öldüğü haberi dogru mu ceza evi telefonları neden calmıyor deliye döndük herkes perisan Bi cvp verin artık neredesiniz #hatay #antakya #yağma #adıyaman #maraş,2023-02-09 09:42:35+00:00,Twitter for Android,1,0,1095,2021-01-13 15:36:33+00:00,,https://twitter.com/twitter/statuses/1623618353704173569
1623617907610595328,Hatay Antakya ‘da ESNAF YAĞMACILARA KENDİ İMKANLARIYLA ENGEL OLMAYA ÇALIŞIYOR CANLARININ GARANTİSİ YOK. SİLAH DÜKKANLARI YAĞMALANDI YARDIM EDİN ARTIK.#HalukLevent #OguzhanUgur @RTErdogan @suleymansoylu @tcbestepe @TC_icisleri @tcsavunma @jandarma #depremsondakika #Yağma #yağma https://t.co/wKpldJ7T9M,2023-02-09 09:40:49+00:00,Twitter for iPad,1,1,3,2023-02-06 19:35:20+00:00,https://t.co/wKpldJ7T9M,https://twitter.com/twitter/statuses/1623617907610595328
1623617051364413440,"TEYİTLİ BİLGİ 

Şu an haber verdi lütfen yayalım 

Odabaşı mahallesi 53. Sokak Nadir güven inşaat apartmanı Antakya/HATAY 

Bina hasarlı ve yağma haberleri geliyor lütfen emniyet güçlerine bilgi verin 🙏🏻
#depremsondakika https://t.co/9IDgxBQRGM",2023-02-09 09:37:25+00:00,Twitter for iPhone,10,2,467,2018-12-23 21:56:09+00:00,https://t.co/9IDgxBQRGM,https://twitter.com/twitter/statuses/1623617051364413440
1623614635256557570,@gundemedairhs Hatay'da Antakya Harbiye Yeşilpınar Sinanlı Sümerler döver köyu Suriyeliler tarafından büyük sıkıntılar yaşamakta yagmalanmakta arkadaşlar gıda ve içecek yağma yapanlar göz ardı edilebilir ama malımız ve canımız göz ardı edilemez kolluk kuvvetleri tarafından yardım,2023-02-09 09:27:49+00:00,Twitter for Android,0,0,0,2021-07-22 16:13:08+00:00,,https://twitter.com/twitter/statuses/1623614635256557570
1623611281293934592,"ses var, vinç lazım! 
hatay / antakya
cebrail mahallesi 1.bahçeli sokak aknur apartmanı d blok
sıla yüzgüleç
+90 (535) 562 00
#hatayiskenderun #tahaduymaz Yağma Ahbap Deprem 3 Ankara’ya SES VAR Oğuzhan Uğur Yunanistan Selman Enkazın #acildeprem #Tuerkei #earthquakeinturkey",2023-02-09 09:14:29+00:00,Twitter for Android,12,5,0,2022-06-08 06:20:48+00:00,,https://twitter.com/twitter/statuses/1623611281293934592
1623608264972726274,"Hatay Antakya Güzelyurt Mahallesi. Su, gıda, ısıtıcı vs var. İhtiyaç sahipleri acil gelmeli. Yağma endişe yaşıyoruz.
#hatay #enkaz #deprem #antakya #ahbap #DevletMilletElele https://t.co/67N4yJUfqf",2023-02-09 09:02:30+00:00,Twitter for iPhone,2,0,0,2013-02-21 19:31:21+00:00,https://t.co/67N4yJUfqf,https://twitter.com/twitter/statuses/1623608264972726274
1623606341540450305,"Deprem bölgelerine kolluk güçleri gelip önlem almalı. 
Yağma ve çeteleşme mevcut.
Antakya'da çeteleşme yüzünden yardım götürenler farklı illere geçiyor!",2023-02-09 08:54:51+00:00,Twitter for Android,1,3,222,2016-04-06 12:43:07+00:00,,https://twitter.com/twitter/statuses/1623606341540450305
1623598369988902912,"LÜTFEN DİKKAT!
Üzerinde #AFAD yeleği olup sizlere soru sorup eviniz nerde, yıkıldı mı, çok eşyanız var mı gibi sorulara cevap vermeden ilgili resmi kartı isteyin! Ciddi bir yağma var! Bizzat şahsıma sordu üzerine gidince kaçtı! Yer #antakya 
#depremsondakika #HATAYDEPREMİ",2023-02-09 08:23:11+00:00,Twitter for iPhone,15,16,1317,2012-10-23 22:29:15+00:00,,https://twitter.com/twitter/statuses/1623598369988902912
1623586824634474505,"@ProfDemirtas Antakya rönesansta canlı insanlar var,oraya yardım istiyor insanlar. Birde halen çadır yok,antakyadan arkadaşım şimdi söyledi ve yağma başlamış,camlar kırılıp talan ediliyormuş",2023-02-09 07:37:18+00:00,Twitter for Android,0,0,21,2018-04-25 10:50:40+00:00,,https://twitter.com/twitter/statuses/1623586824634474505
1623577558712299521,"Sayın Cumhurbaskanım @RTErdogan, Hatay'a devletimiz yardımlarını çok şükür fazlasıyla yapıyor. Hatay'da özellikle Antakya'da yağma başlandı. Kolluk kuvvetlerimizin gerekli tedbirleri almasını saygıyla arz ederim. @suleymansoylu 
@TC_icisleri @dogan_rahmi @EmniyetGM",2023-02-09 07:00:29+00:00,Twitter for Android,0,0,147,2022-10-25 09:14:02+00:00,,https://twitter.com/twitter/statuses/1623577558712299521
1623574005746741248,@Bitcoin68753720 Tüm binalar yıkıldı. Ne eşyası. Heryer yerle bir.Ahkâm kesme bize. Hatay ı 3 gün sonra duydunuz. Halkdan acılarımızdan habersiz vicdansızsınız. Yazıklar olsu size.Antakya da ayakta bina sayısı yok gibi. Nerede bu iş makinaları . Suriyeliler yağma yapıyor.,2023-02-09 06:46:22+00:00,Twitter for Android,0,4,222,2020-01-22 21:01:30+00:00,,https://twitter.com/twitter/statuses/1623574005746741248
1623573013219123205,"Yorumu sizlere bırakıyorum‼️
.
.
.
.
#egemmedia #kesfet #reals #realsvideo #deprem #kahramanmaraş #adana #malatya #maraş #elbistan #keşfet #kesfetteyiz #hatay #antakya #adiyaman #diyarbakir #yağma https://t.co/TXYiWGvxNj",2023-02-09 06:42:25+00:00,Twitter for Android,1,0,61,2022-03-12 09:29:40+00:00,https://t.co/TXYiWGvxNj,https://twitter.com/twitter/statuses/1623573013219123205
1623560620506329091,"Antakya’da maalesef yağma sorunu var. Trafik çok, ara sokaklar enkazlardan kapalı. Ulaşım sorun oluyor.",2023-02-09 05:53:10+00:00,Twitter for iPhone,0,1,29,2021-03-10 19:13:10+00:00,,https://twitter.com/twitter/statuses/1623560620506329091
1623547398126731265,Hatay Antakya ‘da ESNAF YAĞMACILARA KENDİ İMKANLARIYLA ENGEL OLMAYA ÇALIŞIYOR CANLARININ GARANTİSİ YOK. SİLAH DÜKKANLARI YAĞMALANDI YARDIM EDİN ARTIK.#HalukLevent #OguzhanUgur @RTErdogan @suleymansoylu @tcbestepe @TC_icisleri @tcsavunma @jandarma #depremsondakika #Yağma #yağma https://t.co/tPZJEIAFhs,2023-02-09 05:00:38+00:00,Twitter for iPad,2,2,3,2023-02-06 19:35:20+00:00,https://t.co/tPZJEIAFhs,https://twitter.com/twitter/statuses/1623547398126731265
1623538086301904896,"Iyiyim  ... 
Insanlar   ölüleri   soyuyor ,  yağma  var  Antakya da  memlekettin     % bilmem kaçı  artık   yok    😓😓 fırsatçılar   kazanıyor  ...acil  durum  çantası  kapının yanında  75  yaşında  annemleyim1🙏  Ben   iyiyim (!)  
#AHBAP #deprem https://t.co/XUjPua32NP",2023-02-09 04:23:38+00:00,Twitter for Android,0,1,60,2021-10-14 17:14:53+00:00,https://t.co/XUjPua32NP,https://twitter.com/twitter/statuses/1623538086301904896
1623535321379127297,"@fiistikezmesi yağma ayrı bir problem, doğru kişilere ulaşması ayrı bi problem. zaten antakya sınırları içerisine girmesi başlı başına bir problem",2023-02-09 04:12:39+00:00,Twitter for iPhone,0,1,1788,2009-06-17 07:37:11+00:00,,https://twitter.com/twitter/statuses/1623535321379127297
1623529639472926720,"@TheBullduck Antakya 'da ailemle beraber depremden sağ kurtulduk. Ne yazık ki temel ihtiyaç malzemeleri çok geç geldi. İnsanlar aç ve susuz kalmamak için marketleri vb yerleri boşalttı. (yağma demek istemiyorum) arama kurtarma ekipleri 36 saat sonra gelmeye başladılar. Hilti, jeneratör vb",2023-02-09 03:50:04+00:00,Twitter for Android,3,32,27,2013-11-16 18:53:41+00:00,,https://twitter.com/twitter/statuses/1623529639472926720
1623486128564191232,Hatay Antakya ‘da ESNAF YAĞMACILARA KENDİ İMKANLARIYLA ENGEL OLMAYA ÇALIŞIYOR CANLARININ GARANTİSİ YOK. SİLAH DÜKKANLARI YAĞMALANDI YARDIM EDİN ARTIK.#HalukLevent #OguzhanUgur @RTErdogan @suleymansoylu @tcbestepe @TC_icisleri @tcsavunma @jandarma #depremsondakika #Yağma #yağma https://t.co/RZaNopeD5K,2023-02-09 00:57:10+00:00,Twitter for iPad,0,1,3,2023-02-06 19:35:20+00:00,https://t.co/RZaNopeD5K,https://twitter.com/twitter/statuses/1623486128564191232
1623467858477850624,"@jahreindota 
Hatay antakya dan kurtulan bir aile şehirde deprem alanında yağma olduğunu söylüyor lütfen ilgili birimlere aktaralım #hataydeprem 
#AFADhatay 
@BabalaTv https://t.co/HHArFLjTtx",2023-02-08 23:44:34+00:00,Twitter for Android,0,0,138,2021-04-03 12:27:06+00:00,https://t.co/HHArFLjTtx,https://twitter.com/twitter/statuses/1623467858477850624
1623433790931730432,@muhendisyenn Hatay kırıkhan ilçesi daha çok arama kurtarma gelmeli. Birde yardım tırları geliyor ama kimsenin haberi olmuyor yada yağma oluyor. Tanıdığınız varsa bunları yayın arkadaşlar. Daha enkaz altında ses geliyor. Ama hatay/kırıkhan ilçesi. Herkes merkeze yani hataya(antakya) gidiyor,2023-02-08 21:29:12+00:00,Twitter for Android,28,19,577,2017-10-26 18:39:32+00:00,,https://twitter.com/twitter/statuses/1623433790931730432
1623414917117235201,"Arkadaşımın bulunduğu Hatay/antakya harbiye mahallesinde hırsızlar yağma yapmak için mahalleleri gezmeye başlamışlar. Güvenlik sıkıntısı var. Acil polis veya asker desteği lazım. 
@EmniyetGM @tcsavunma @TSKGnkur https://t.co/iW2K9j4tcd",2023-02-08 20:14:12+00:00,Twitter for iPhone,9,8,282,2014-08-04 10:55:41+00:00,https://t.co/iW2K9j4tcd,https://twitter.com/twitter/statuses/1623414917117235201
1623401662487339009,Ya bu Hatay ve Antakya’da yağma yapıldığı haberleri doğru mu? Malum teyitsiz çok bilgi var,2023-02-08 19:21:32+00:00,Twitter for iPhone,0,2,225,2019-10-17 19:50:43+00:00,,https://twitter.com/twitter/statuses/1623401662487339009
1623401625929846789,"@KubilayKaptan Halk tv de Antakya müze binasinin ayakta kalan az sayıda yapıdan biri olduğunu söylediler...Çok fazla yağma olayı yasaniyormuş ,güvenlikleri saglaniyordur umarım 🙄",2023-02-08 19:21:23+00:00,Twitter for Android,0,33,6,2023-01-07 17:21:04+00:00,,https://twitter.com/twitter/statuses/1623401625929846789
1623397048782319617,"@siring #HalkTV 'de  Antakya 'da ciddi anlamda yağma olduğunu; karanlık da olduğundan daha büyük problem yaşandığını, halkın  kolluk kuvvetlerinin desteğine ihtiyacı olduğunu söyledi. @SiberayEGM @tcsavunma 

#suriyeliler 
#hatayiskenderun 
#antakyahatay",2023-02-08 19:03:12+00:00,Twitter Web App,0,0,708,2011-01-31 15:12:14+00:00,,https://twitter.com/twitter/statuses/1623397048782319617
1623395422671716353,"Halk TV'de canlı yayınına bağlanan Şirin Payzın: ""Antakya'da inanılmaz bir hırsızlık ve yağma var acil güvenlik önlemi alınması lazım. Düzensiz göçmenler çok ve insanlar korumasız.""

İnanılmaz kanım dondu dinlerken.",2023-02-08 18:56:44+00:00,Twitter for Android,0,0,50,2014-03-30 18:28:23+00:00,,https://twitter.com/twitter/statuses/1623395422671716353
1623395372033884161,Halk tv canlı bağlantı Şirin Paysın Hatay Antakya’da güvenlik sorunu var yağma yapılıyor ciddi bir güvenlik sorunu var diyor hırsızlar evleri talan ediyor diyor hala nasıl yalanlıyorsunuz!!!! https://t.co/iuilY6bt61,2023-02-08 18:56:32+00:00,Twitter for iPhone,0,2,354,2017-12-01 20:55:56+00:00,https://t.co/iuilY6bt61,https://twitter.com/twitter/statuses/1623395372033884161
1623393486832631811,@ATAISIK_ Böyle birşey yok.Hatay Samandağ defne reyhanli Antakya her baglantimiz var.Yağma olduğu yalan. Suriyelilerin yaptığı ise kuyruklu yalan. Gelen erzaklara birkaç yerde yağma gibi insanların almaya çalıştığı durum var oda düzensiz dağıtımdan kaynaklı.AFAD bünyesinde planlı olmali,2023-02-08 18:49:03+00:00,Twitter for Android,0,0,141,2022-12-23 10:33:05+00:00,,https://twitter.com/twitter/statuses/1623393486832631811
1623390167430995973,"Ümit Özdağ’ın “Suriyeliler Samandağ’da yağma yapıyor” iddiasını, Samandağ Zafer Partisi İlçe Başkanı Suphi Yıldız yalanladı: 

“Yağma durumu yok, asker sokakta.”

#deprem #Hatay_Antakya #Sivas #Diyarbakır #Mardin https://t.co/8XeEz2gxHS",2023-02-08 18:35:51+00:00,Twitter for Android,1,0,3381,2014-01-09 12:50:54+00:00,https://t.co/8XeEz2gxHS,https://twitter.com/twitter/statuses/1623390167430995973
1623383009154981889,#Antakya'da yağma yapan şahıslar yakalandı. #deprem https://t.co/3iTGm6DtwV,2023-02-08 18:07:25+00:00,Twitter Web App,1,0,22257,2013-05-04 06:00:35+00:00,https://t.co/3iTGm6DtwV,https://twitter.com/twitter/statuses/1623383009154981889
1623377316939177984,"Fatih Altaylı: 'Gökhan, yağma olayları doğru mu?'
Gökhan Zan: 'Fatih Abi, bana doğru mu değil mi sormayın, bu insanlar ne yapacak? Açız ve soğuktayız abi tek doğru bu, nolur yardım edin, çadır gönderin.'
#Hatay #Antakya #Enkaz",2023-02-08 17:44:47+00:00,Twitter Web App,1,0,33,2018-01-22 20:12:10+00:00,,https://twitter.com/twitter/statuses/1623377316939177984
1623376837043752995,"@yirmiucderece @gercekgundem Yalan ben hataydayim Antakya yeni hatay stadının yanında erzak yardımı ve çadır tulum battaniye yardımı yapıyoruz biz yapıyoruz bu şekilde insanları kandırmayın.  Yağma oldu evet ama yapan kötü insanlar , sigara alan insan aç insan mıdır?",2023-02-08 17:42:53+00:00,Twitter for Android,0,0,0,2023-02-06 02:06:08+00:00,,https://twitter.com/twitter/statuses/1623376837043752995
1623370531851407368,Antakya’da  yağma yapan 9 kişi yakalandı.,2023-02-08 17:17:50+00:00,Twitter for iPhone,0,0,95,2021-12-02 11:52:37+00:00,,https://twitter.com/twitter/statuses/1623370531851407368
1623369273333714944,Antakya'da yağma yapan soysuzlar yakalanmış. Devletimiz kolluk kuvvetleriyle an be an sahada maşallah Allah ayaklarına taş değdirmesin #deprem,2023-02-08 17:12:50+00:00,Twitter for Android,0,0,1416,2010-08-13 07:26:43+00:00,,https://twitter.com/twitter/statuses/1623369273333714944
1623336286596567052,Az önce Hatay Antakya'daki  arkadaşımla telefonla  görüştüm.  Çok şükür  ailesi  kendi  kurtulmuş. Antakya'da  ayakta  bina kalmamış.Bölgede yağma  ve organ mafyası ceset kaçırdığını söylüyor. İlk Yardım  bugün  ulaşmış  hataya. #hatayiskenderun #deprem #ahbah,2023-02-08 15:01:45+00:00,Twitter for Android,1,0,44,2019-07-13 19:09:17+00:00,,https://twitter.com/twitter/statuses/1623336286596567052
1623335110295662592,@pintipanda @DepremDairesi @ahbap Antakya merkez akasya mahallesi 79 sokak ismi Mete acilen güvenlik personeli istiyorlar Suriyeliler yağma yapıyor. Numara: +90 546 682 62 08 telefonu çekmiyor WhatsApp bakabiliyor #hatayantakya #AFET #AFADhatay #Jandarma,2023-02-08 14:57:05+00:00,Twitter for Android,0,1,2,2021-11-18 13:23:43+00:00,,https://twitter.com/twitter/statuses/1623335110295662592
1623334972705603586,Ben antakyadayım dün geldim yardım ettim göçüğün altında tanıdıklarımız var hiçbir haber gerçek değil en az 10 bin ölü var Suriyeliler yağma yapıyor gece elimde bıçakla uyuyorum. Buraya çadır verilse bile güvenlik sağlanamıyor. Antakya kaderine terkedilmiş durumda lütfen iletin,2023-02-08 14:56:32+00:00,Twitter Web App,3,3,1,2022-10-05 12:55:51+00:00,,https://twitter.com/twitter/statuses/1623334972705603586
1623334888668647425,Antakya merkez akasya mahallesi 79 sokak ismi Mete acilen güvenlik personeli istiyorlar Suriyeliler yağma yapıyor. Numara: +90 546 682 62 08 telefonu çekmiyor WhatsApp bakabiliyor #AFADhatay #antakyahatay #Jandarma #polis,2023-02-08 14:56:12+00:00,Twitter for Android,1,1,2,2021-11-18 13:23:43+00:00,,https://twitter.com/twitter/statuses/1623334888668647425
1623334785572560896,Antakya merkez akasya mahallesi 79 sokak ismi Mete acilen güvenlik personeli istiyorlar Suriyeliler yağma yapıyor. Numara: +90 546 682 62 08 telefonu çekmiyor WhatsApp bakabiliyor,2023-02-08 14:55:47+00:00,Twitter Web App,5,3,1,2022-10-05 12:55:51+00:00,,https://twitter.com/twitter/statuses/1623334785572560896
1623334320516771842,"Suriyeli ve bazı Arap grupların yağma , gasp girişimlerinde bulunduğunu duyuyoruz eğer orduya vur emri verilmez ise halkın canını malını vuruşarak korumaktan başka çaresi kalmaz !

#TurkeyQuake #hatayiskenderun #Osmaniye #HatayıKaderineTerkEtme #antakya #suriyeliler https://t.co/zoQNsh7Pjq",2023-02-08 14:53:56+00:00,Twitter Web App,1,3,417,2019-10-30 12:10:31+00:00,https://t.co/zoQNsh7Pjq,https://twitter.com/twitter/statuses/1623334320516771842
1623329237213016065,Az önce Hatay Antalya'daki  arkadaşımla telefonla  görüştüm.  Çok şükür  ailesi  kendi  kurtulmuş. Antakya'da  ayakta  bina kalmamış.Bölgede yağma  ve organ mafyası ceset kaçırdığını söylüyor. İlk Yardım  bugün  ulaşmış  hataya. #hatayiskenderun #deprem #ahbah,2023-02-08 14:33:44+00:00,Twitter for Android,1,0,44,2019-07-13 19:09:17+00:00,,https://twitter.com/twitter/statuses/1623329237213016065
1623308265453912064,"@ajans_muhbir Yapmıyorlar diyen şerefsiz evladıdır. Hatay'ın her yerinde yapıyorlar. Arsuz, İskenderun ve Antakya'nın yağma görüntüleri var.",2023-02-08 13:10:24+00:00,Twitter for Android,0,0,599,2019-12-27 14:48:30+00:00,,https://twitter.com/twitter/statuses/1623308265453912064
1623307392149594119,@dr_korsan Emniyet sacma sapan sıfır fayda twıtlerle ugrasacagına yağma yapan ekmek bıcagıyla gezen surilerle ugraşsınya!!! Kendi milletine dusmanlık edıyor ıyıce nefret kazanıyorlar haberleri yok mu #marasdepremi #hatay #hatayiskenderun #antakya #malatyadeprem,2023-02-08 13:06:56+00:00,Twitter for Android,0,0,3,2022-07-07 09:19:07+00:00,,https://twitter.com/twitter/statuses/1623307392149594119
1623302279351660545,Suriyeli fazlalıklar hatay antakya küçükdalyan mah. bölgesinde yağma hırsızlık çeteleşme her türlü pisliği yapıyolar sabahtan beri üç beş tane asker gördüm sadece bölgede!! @OguzhanUgur @ahbapacil @BabalaTv  @sjw_erlik @haluklevent,2023-02-08 12:46:37+00:00,Twitter for iPhone,3,2,22,2020-04-02 08:44:30+00:00,,https://twitter.com/twitter/statuses/1623302279351660545
1623302018730233860,"Antakya da yağma başladığına dair sahadan gelen haberler var . Doğru olabilir mi? Peri araçları toplayan tırlardan söz ediliyor . inanamıyor, inanmak istemiyorum .",2023-02-08 12:45:35+00:00,Twitter for iPhone,0,2,214,2009-12-10 13:47:25+00:00,,https://twitter.com/twitter/statuses/1623302018730233860
1623301870553792513,"Buraya kadar yardım gelmiyor Suriyeliler yolda alıyor bize ulaşmıyor

Hatay Antakya merkez mansurulu köyü özkanlar mahallesi

İRTİBAT NO:
+90 537 991 50 33

#DEPREM #HATAY #YAĞMA",2023-02-08 12:45:00+00:00,Twitter for Android,30,21,18908,2022-04-20 02:52:04+00:00,,https://twitter.com/twitter/statuses/1623301870553792513
1623301259535974404,"@yagosabuncuoglu Antakya Küçükdalyan mahallesine komple iş makineleri, çadır, erzak, ve güvenlik lazım yağma ve hırsızlık var hiçbir yetkili hala gitmedi bu sabahtan beri bölgedeyim bomboş buralar!!",2023-02-08 12:42:34+00:00,Twitter for iPhone,0,1,22,2020-04-02 08:44:30+00:00,,https://twitter.com/twitter/statuses/1623301259535974404
1623298358965071873,"Çocuk kaçıranlar,yağma yapanlar, fahiş zam yapanlar. Allah belanızı versin! Bir yudum suya muhtaç olursunuz da su vereniniz olmaz inşallah!
#Turkey #hatay #deprem #gaziantep #kahramanmaraş #antakya #osmaniye #malatya",2023-02-08 12:31:02+00:00,Twitter for Android,1,2,59,2015-03-12 06:37:56+00:00,,https://twitter.com/twitter/statuses/1623298358965071873
1623289124185681921,"Antakya Hatayda suriyeliler yağma yapıyor. yardıma giden arkadaşlarımız birde dükkanların önünde nöbet tutuyor!!!!! ankaradan gönderdiğimiz iş makinalarını saatlerce bekletiyorsunuz neden???
@AFADBaskanlik @ahbap #deprem #Hatay",2023-02-08 11:54:21+00:00,Twitter Web App,0,0,132,2010-07-28 10:59:13+00:00,,https://twitter.com/twitter/statuses/1623289124185681921
1623287389912289285,"Suriyelilerin Antakya'da yağma yapmaya başladıklarını ileri sürülüyor. 
Hatayspor Asbaşkanı Ethem Sunar ""Suriyeliler yağmaya başladı; tehditlerle, korkutarak insanların ellerindeki malzemeleri çalıyorlar,"" diyor.
""Sahipsiz bir durumdayız,"" diye de ekliyor.",2023-02-08 11:47:27+00:00,Twitter Web App,1,1,12316,2014-03-01 23:58:12+00:00,,https://twitter.com/twitter/statuses/1623287389912289285
1623286463897997316,@HatayValiligi antakya akdeniz mahallrsinde yağma var. Yardım edin.,2023-02-08 11:43:46+00:00,Twitter for iPhone,0,0,4,2021-01-17 09:39:33+00:00,,https://twitter.com/twitter/statuses/1623286463897997316
1623286034296438787,@ahbap antakya akdeniz mahallesinde yağma var. Yardım lütfen.,2023-02-08 11:42:04+00:00,Twitter for iPhone,0,0,4,2021-01-17 09:39:33+00:00,,https://twitter.com/twitter/statuses/1623286034296438787
1623279264035397638,"Antakya'da ölümcül bir güvenlik zaafiyeti, yağma ve hırsızlık var! Ekipmanlarınız çalındı!

Çadırımız, çantamız, hiltimiz çalındı! Siz nasıl bir kansız şerefsizsiniz ya! 
 
Birimiz kazarken, diğerimiz sedye taşırken, birimiz de eşya bekleyeceğiz durumumuz bu! #hatayiskenderun",2023-02-08 11:15:10+00:00,Twitter for iPhone,4,3,3680,2010-01-31 21:15:16+00:00,,https://twitter.com/twitter/statuses/1623279264035397638
1623276778717343745,"Arayol, Reyhanlı, Antakya ve Kırıkhan taraflarına gidecek yardım tırlarının yolda önünü kesip yağma, talan, darp ve şiddet uygulayarak tırları boşaltanlar varmış. Her yerden darbe yiyoruz ya Allah sizi bildiği gibi yapsın. Bu bölgeye neden asker yığılmıyor?",2023-02-08 11:05:17+00:00,Twitter for Android,0,1,91,2022-01-12 16:07:43+00:00,,https://twitter.com/twitter/statuses/1623276778717343745
1623274042420592640,#hatay #antakyahatay #antakya Antakya çarşı'da 2 gündür yağma olduğu ile ilgili mesaj alıyorum.  Birileri gidemez mi oralara. @IBBcozummerkezi @istanbulbld @OguzhanUgur @haluklevent @ibbitfaiye https://t.co/3H2n8nTfsL,2023-02-08 10:54:25+00:00,Twitter for Android,12,13,17424,2015-04-11 15:31:20+00:00,https://t.co/3H2n8nTfsL,https://twitter.com/twitter/statuses/1623274042420592640
